key,title,year,journal,authors,abstract,doi,keywords
407036455,Electricity generation and microalgae cultivation in microbial fuel cell using microalgae-enriched anode and bio-cathode,2014,Energy Conversion and Management,"Cui, Yufeng and Rashid, Naim and Hu, Naixu and Rehman, Muhammad Saif Ur and Han, Jong-In","In this study, a microbial fuel cell (MFC) was developed to treat waste, produce electricity and to grow microalgae simultaneously. Dead microalgae biomass (a potential pollution vector in streams) was used as a substrate at anode. CO2 generated at anode was used to grow freshwater microalgae at cathode. The performance of microalgae-fed MFC was compared with acetate-fed MFC. The maximum power density of 1926Â±21.4mW/m2 (8.67Â±0.10W/m3, at Rext=100Î©) and Coulombic efficiency (CE) of 6.3Â±0.2% were obtained at 2500mg COD/L of microalgae powder (0.5g/L). Microalgae captured CO2 (5â€“14%, v/v) to produce a biomass concentration of 1247Â±52mg/L. However, microalgae could not grow in acetate-fed (0.5g/L) MFC (acetate-control) and without anodic CO2 supplying MFC (CO2-control).",https://doi.org/10.1016/j.enconman.2013.12.032,CO fixation;Electricity;Microalgae biomass;Microalgae cultivation
407036457,Coproduction of amino acids and biohythane from microalgae via cascaded hydrothermal and anaerobic process,2023,Science of The Total Environment,"Wu, Houkai and Huang, Sijie and Wang, Kaijun and Liu, Zhidan","In search of the candidate for animal feed and clean energy, a new vision of algal biorefinery was firstly proposed to coproduce amino acids and biohythane via hydrothermal treatment and two-stage anaerobic fermentation. This study focused on the comprehensive analysis of amino acids recovered from Chlorella sp. and the subsequent biohythane production from microalgal residues. The content and recovery rate of amino acids were in the range of 2.07â€“27.62Â g/100Â g and 3.65Â %â€“48.66Â % with increasing temperature due to more cell wall disruptions. Furthermore, it was rich in essential amino acids for livestock, including leucine, arginine, isoleucine, valine and phenylalanine. A comparable hydrogen production (9Â mL/g volatile solids (VS)) was reached at 70Â Â°C and 90Â Â°C, while it reduced to 5.84Â mL/gVS at 150Â Â°C. The group at 70Â Â°C got the maximum methane generation of 311.9Â mL/gVS, which was 16.67Â %, 24.94Â %, 38.38Â % and 46.49Â % higher than that of other groups. Microalgal residues at lower temperature contained more organics, which was the reason for the better biohythane production. The coproduction of amino acids and biohythane at 130Â Â°C was favorable, which led to 43.71Â % amino acids recovery and 93.82Â mL biohythane production from per gVS of Chlorella sp. The improved microalgal biorefinery could provide an alternative way to mitigate the crisis of food and energy, but animal experimentations and techno-economic assessments should be considered for further study.",https://doi.org/10.1016/j.scitotenv.2023.162238,Algal biorefinery;Hydrothermal converstion;Two-stage anaerobic fermentation;Amino acid;Biohythane
407036459,Carbon-induced effective lipid accumulation and self-flocculation for biofuel production of Tetradesmus obliquus FACHB-12,2022,Journal of Cleaner Production,"Mi, Yuwei and Yang, Shangru and Chen, Jiling and Li, Zhongtang and Dong, Lei and Wei, Qun and Tang, Yonghe and Ma, Xiangmeng","Utilizing rich organic matter in wastewater for microalgae cultivation is an attractive strategy to solve the high-cost issue in microalgae biodiesel production. In this study, common carbon sources in wastewater were used as nutrients to explore their effects on biomass accumulation and lipid production of Tetradesmus obliquus FACHB-12. The highest carbon fixation (1.2Â gÂ CÂ·Lâˆ’1) and biomass accumulation (1.99Â gÂ Lâˆ’1) was achieved using glucose as the only carbon source for the microalgae cultivation in the designed system. In comparison, the high flocculation efficiency (89.63%) with the addition of glycerol achieved the recovery of lipids and starch at 0.36Â gÂ Lâˆ’1 and 0.023Â gÂ Lâˆ’1, respectively. In addition, results revealed that microalgae cells cultured with glycerol had the highest extracellular polymers fluorescence intensity of 2.84*104 R.U.Â·gâˆ’1. This study provides insights of common carbon sources in wastewater for culturing microalgae, which leads to the potential reduction in microalgae cultivation cost and primary dewatering cost in practice.",https://doi.org/10.1016/j.jclepro.2022.131813,Microalgae cultivation;;Lipid production;Self-flocculation;Organic carbon source
407036462,A comprehensive review on effective parameters on microalgae productivity and carbon capture rate,2024,Journal of Environmental Management,"Maghzian, Ali and Aslani, Alireza and Zahedi, Rahim","Rising carbon emissions caused by population growth and industrialization is a significant environmental challenge in various countries. To combat this issue, Renewable Energy (RE) and Carbon Capture and Storage (CCS) technologies should be commercialized to reduce Greenhouse Gas (GHG) emissions and generate carbon-free energy. One such technology is the use of microalgae, which can directly capture CO2 from the air through photosynthesis and potentially produce biofuels due to their high energy content. However, the carbon capture rate of microalgae varies globally due to numerous parameters and variables affecting microalgae productivity. Additionally, microalgae productivity and carbon capture formulas yield different results worldwide, especially in outdoor industrial-scale cultivation. This research aims to comprehensively review the effective variables and parameters in carbon capture by microalgae based on microalgae productivity and carbon capture formulas. The research also ranked countries based on CO2 production in four different categories to determine whether the biggest carbon producer countries could exhibit suitable weather conditions for microalgae cultivation. Findings reveal optimal ranges of critical variables in the microalgae growth formula, including temperature, solar radiation intensity, Photon Flux Density (PFD), and sunlight duration. The study also analyzes microalgae cultivation, carbon capture, and oxygen production formula in different systems such as Open Ponds (OP), Tubular Photobioreactors (TPBR), and Flat Plate Photobioreactors (FPPBR), while discussing other influential parameters. In conclusion, emphasizing the adjustment and utilization of optimal values of effective parameters in microalgae cultivation not only holds promise for future carbon capture by microalgae but also pushes human beings toward sustainable development goals.",https://doi.org/10.1016/j.jenvman.2024.120539,Carbon capture by microalgae;Microalgae productivity formula;Carbon capture formula;Effective parameters
407036463,The photosynthetic treatment of pig slurry in temperate climatic conditions: A pilot-plant study,1985,Agricultural Wastes,"Fallowfield, H.J. and Garrett, M.K.","Results are presented for a pilot-plant scale study of algal culture in the liquid phase of pig slurry under temperate climatic conditions (latitude 54Â° 26â€² N, longitude 6Â°06â€² W). The pilot-plant was operated as a continuous culture over a two-year period and biomass production and nutrient stripping were intensively monitored. The two culture tanks were of raceway design each containing 2200 litres with a surface area of 11Â·1m2. The inoculated alga was Chlorella vulgaris (CCAP strain No. 211/1e). Retention times in the culture were set by the rate of addition of slurry which was prepared by screening, flocculation and dilution 1:9 with water to reduce the suspended solids content to 0Â·2%. Short-term algal productivities, corrected for slurry solids input, were between 7Â·65 and 32Â·9 g DM mâˆ’2 dayâˆ’1 at a retention time of 4Â·5 days. The mean longterm productivity was 18Â·1 g DM mâˆ’2 dayâˆ’1. The results suggested a 153 day growing season with a total algal productivity of 25Â·65 t haâˆ’1. Phosphorus removal ranged from 42 to 89% and that for nitrogen ranged from 54 to 98%, BOD5 removal was approximately 98%. Differences between laboratory and outdoor pilot-plant cluture work are discussed and the importance of light as a limiting factor is considered.",https://doi.org/10.1016/0141-4607(85)90003-4,
407036464,"Developing a kinetic model to describe wastewater treatment by microalgae based on simultaneous carbon, nitrogen and phosphorous removal",2020,Journal of Environmental Chemical Engineering,"{de Farias Silva}, Carlos Eduardo and {de Oliveira Cerqueira}, Raphaella Barbosa and {de Lima Neto}, CantÃ­dio Francisco and {de Andrade}, Francine Pimentel and {de Oliveira Carvalho}, Frede and Tonholo, Josealdo","This work developed a kinetic model that could be used to describe wastewater treatment by microalgae using multiple and simultaneous contaminants removal, linking them to biomass production. Based on literature, kinetic models commonly used in wastewater treatment by microalgae were tested in published data and demonstrated limitation in kinetic prediction. In this sense, a sequential study to develop a kinetic model that could be applied and validated in similar random bioprocesses was made. For the contaminant removal, the n-th order kinetic model was the most efficient. On the other hand, for biomass production, the Monod (one limiting substrate) and Silva and the Cerqueira (multiple limiting substrates) models were considered efficient to describe wastewater treatment using COD (Chemical Oxygen Demand)/TOC (Total Organic Carbon), nitrogen and phosphorus content. The search for kinetic constants to describe biomass production was considered suitable, with a satisfactory predictive error of the calibrated model.",https://doi.org/10.1016/j.jece.2020.103792,-th Order;Kinetics;Contaminant removal;Biological treatment;Monod model
407036465,Comparison of heterotrophic and mixotrophic Chlorella pyrenoidosa cultivation for the growth and lipid accumulation through acetic acid as a carbon source,2022,Journal of Environmental Chemical Engineering,"Li, Xue and Song, Mingming and Yu, Ze and Wang, Chen and Sun, Jing and Su, Kunyang and Liu, Na and Mou, Yiwen and Lu, Tianxiang","In order to overcome the bottleneck of the high cost of microalgae biodiesel production, biomass and lipid accumulation of microalga Chlorella pyrenoidosa feeding on the low-cost carbon source, acetic acid (AcA), were investigated. The results showed that C. pyrenoidosa had the ability of mixotrophy and heterotrophy, which could tolerate 50Â g/L of AcA in the heterotrophy with the biomass concentration of 137.89Â Â±Â 2.03Â mg/L. Under heterotrophic condition, the biomass productivity at logarithmic stage was positively correlated with the AcA dosage, and the maximum biomass productivity of 187.26Â Â±Â 3.61Â mg/L/d was obtained at 10Â g/L of AcA. Four AcA concentrations (6, 10, 20 and 30Â g/L) were set to evaluate the effects of AcA on the growth and lipid accumulation of C. pyrenoidosa under heterotrophic and mixotrophic conditions. Heterotrophic mode at 10Â g/L of AcA was demonstrated to be the most potential condition with the maximum biomass productivity of 134.91Â Â±Â 5.74Â mg/L/d and the highest lipid productivity of 42.04Â Â±Â 0.21Â mg/L/d, and the lipid production (44.03Â Â±Â 2.84Â mg/L) was 15-fold higher than the control of BG-11 medium. In addition, C. pyrenoidosa achieved the highest nutrient removal efficiency (30.0% and 85.9% for total nitrogen and phosphorus, respectively) and the highest AcA assimilation efficiency (74.1%). This study highlighted a promising win-win method of AcA recycling and microalgae-based biodiesel production.",https://doi.org/10.1016/j.jece.2021.107054,;Acetic acid;Mixotrophic/Heterotrophic cultivation;N;P removal;Lipid
407036467,Simultaneous microalgae cultivation and wastewater treatment in submerged membrane photobioreactors: A review,2017,Algal Research,"Luo, Yunlong and Le-Clech, Pierre and Henderson, Rita K","This review focuses on the potential advantages and challenges of submerged membrane photobioreactors (MPBRs) for microalgae cultivation and wastewater treatment. MPBR technology combines a conventional photobioreactor (PBR) with a membrane process to grow microalgae, enabling complete retention of algal biomass. Microalgae populations in MPBRs are affected by a number of factors, including wastewater characteristics and operational conditions. Although the wastewater types used in previous MPBR studies varied significantly in terms of composition, especially nitrogen (7.5 to 25mg/L) and phosphorus (0.15 to 20mg/L) concentrations, general trends and some optimised operating conditions can now be defined. Individual parameters, including hydraulic retention time (HRT), solids retention time (SRT), lighting, aeration, temperature, and pH were all found to be important factors affecting process efficiency; furthermore, there is evidently complex inter-relationships between these parameters, which should not be overlooked during MPBR design. Membrane fouling is still considered an operational challenge, with previous studies focusing on the relationship between membrane performances and algal organic matter. Applying immobilised microalgal technology to MPBRs has the potential to enhance productivity and mitigate fouling.",https://doi.org/10.1016/j.algal.2016.10.026,Aeration;Hydraulic retention time;Membrane flux;Nutrient removal;Solids retention time
407036470,Lipid-rich particles of processed food waste for microalgae harvest through lipid-enriched floating biomat formation,2024,Bioresource Technology,"Garrido-Romero, Javier and {Bernard D'Souza}, Alston and Hanelt, Dieter and Abomohra, Abdelfatah","Food waste was collected from the campus canteen and lipid-rich particles (LRP) phase was evaluated to harvest Tetradesmus obliquus. Box-Behnken design showed the highest harvest efficiency (HE) of 84.69Â % in run#1 (LRPÂ =Â 30Â %; initial OD680Â =Â 1.75; and harvest timeÂ =Â 6Â h). Numerical optimization ramps suggested 24.15Â % (v/v) LRP ratio, initial OD680 3.00, and harvest time 3.82Â h for maximum HE. Two flocs were observed, a precipitate at the bottom (B-Floc) and a floating biomat (F-Floc). Experimental results showed HE of 88.3Â %, with 67Â % and 33Â % of the harvested biomass forming F-Floc and B-Floc, respectively. Pre-heating of LRP in a boiling water bath for 10Â min (HFB-T10) promoted F-Floc proportion up to 91.6Â %. In addition, HFB-T10 showed the highest FAMEs yield of 11.17Â g/L of the total used volume, which was significantly higher than that of the centrifuged cells and heat-untreated biomat. Moreover, HFB-T10 showed better iodine value and cetane number of the produced biodiesel.",https://doi.org/10.1016/j.biortech.2023.130251,Sustainability;Waste recycling;Lipid-rich waste;Green energy;Biofuel
407036474,Microalgae cultivation in thin stillage anaerobic digestate for nutrient recovery and bioproduct production,2020,Algal Research,"Sayedin, Farid and Kermanshahi-pour, Azadeh and He, Quan S. and Tibbetts, Sean M. and Lalonde, Crystal G.E. and Brar, Satinder K.","Anaerobically-digested thin-stillage, which is rich in nitrogen-ammonia (478Â Â±Â 11Â mgÂ Lâˆ’1) and phosphorus (508Â Â±Â 5Â mgÂ Lâˆ’1), offers great potential to be utilized as a source of nutrients for microalgae cultivation. However, the high concentration of ammonia is inhibitory to microalgal growth. In this study, ammonium present in the thin-stillage-digestate was partially recovered in the form of struvite to reduce the ammonia concentration to 267Â Â±Â 13Â mgÂ Lâˆ’1 and to improve the nitrogen to phosphorus ratio from 2.1 to 14.4 for microalgae cultivation. Chlorella sorokiniana in two times dilution of struvite-removed-digestate achieved a biomass concentration of 1.62Â Â±Â 0.11Â gÂ Lâˆ’1 and nutrient removal efficiencies of 95.3Â Â±Â 1% (nitrogen) and 78.3Â Â±Â 1.1% (phosphorous) at day 18. Protein, starch and lipid contents of C. sorokiniana biomass were 37.8Â Â±Â 3.4%, 17.8Â Â±Â 0.8% and 8.9Â Â±Â 0.3% of dry weight, respectively at day 18. Moreover, a dramatic increase in genera of Alcaligenes and Acinetobacter (known as nitrifying bacteria) was observed in bacterial populations during algal cultivation.",https://doi.org/10.1016/j.algal.2020.101867,Thin stillage digestate;Microalgae cultivation;Nutrient recycling;Bioproduct production
407036475,Development of microalgae-bacteria symbiosis system for enhanced treatment of biogas slurry,2022,Bioresource Technology,"Yan, Hongbin and Lu, Rumeng and Liu, Yuhuan and Cui, Xian and Wang, Yunpu and Yu, Zhigang and Ruan, Roger and Zhang, Qi","In this study, microalgae-bacteria consortia were developed using bacteria and microalgae isolated from biogas slurry for enhanced nutrients recovery and promoted microalgae growth in wastewater. The enhancement rate was introduced to quantify the interaction between bacteria and microalgae. Co-culture of the indigenous microalgae and bacteria could significantly improve the tolerance of microorganisms to pollutants, increase value-added productsâ€™ production, promote nutrients removal, and reduce carbon emissions compared to mono-culture. The co-culture of Chlorella sp. GZQ001 and Lysinibacillus sp. SJX05 performed best, with its biomass, lipid, protein and fatty acid methyl ester productivities achieved 113.3, 19.2, 40.9 and 3.7Â mgÂ·Lâˆ’1Â·dâˆ’1, respectively. The corresponding nutrients removal efficiencies for ammonia nitrogen, total nitrogen, total organic carbon, and total phosphorus were 83.2%, 82.1%, 34.0% and 76.6%, respectively. These results indicated that co-culture of certain indigenous bacteria and microalgae is beneficial to biogas slurry treatment and microalgae growth.",https://doi.org/10.1016/j.biortech.2022.127187,Co-culture;Enhancement rate;Pollutant tolerance;Nutrient removal;Biomass production
407036478,Assessment of membrane photobioreactor (MPBR) performance parameters and operating conditions,2018,Water Research,"Luo, Yunlong and Le-Clech, Pierre and Henderson, Rita K.","Membrane photobioreactor (MPBR) technology is an emerging algae-based wastewater treatment system. Given the limitations due to the general use of conventional analytical approaches in previous research, this study aims to provide a more comprehensive assessment of MPBR performance through advanced characterisation techniques. New performance parameters are also proposed, encompassing five important aspects of MPBR system efficiency (i.e. biomass concentration, composition, production, nutrient uptake and harvesting potential). Under initial standard operating conditions, performance parameters, such as cell count/MLSS ratio, cell viability, proportion of bacteria and biomass yield coefficient, were found to offer new insights into the operation of MPBR. These parameters were then used, for the first time, to systematically investigate MPBRs operated under different hydraulic retention times (HRTs) and solids retention times (SRTs). Applying shorter HRT and SRT was observed to increase cell viability and productivity (up to 0.25â€¯Ã—â€¯107â€¯cells/mLÂ·d), as anticipated due to the higher nutrient loading. It was noted that the faster growing algal cells featured lower requirement for nutrients. On the other hand, extending HRT and SRT resulted in a more heterogeneous culture (lower cell count/MLSS ratio and higher proportion of bacteria), achieving a higher degree of autoflocculation and greater NO3-N and PO4-P removals of up to 79% and 78% respectively. The results demonstrate the trade-off between applying different HRTs and SRTs and the importance of fully characterising system performance to critically assess the advantages and limitations of chosen operating conditions.",https://doi.org/10.1016/j.watres.2018.03.050,Microalgae;Wastewater treatment;Biomass composition;Productivity;Harvesting potential
407036479,Dual role of microalgae: Phycoremediation of domestic wastewater and biomass production for sustainable biofuels production,2011,Applied Energy,"Rawat, I. and {Ranjith Kumar}, R. and Mutanda, T. and Bux, F.",Global threats of fuel shortages in the near future and climate change due to green-house gas emissions are posing serious challenges and hence and it is imperative to explore means for sustainable ways of averting the consequences. The dual application of microalgae for phycoremediation and biomass production for sustainable biofuels production is a feasible option. The use of high rate algal ponds (HRAPs) for nutrient removal has been in existence for some decades though the technology has not been fully harnessed for wastewater treatment. Therefore this paper discusses current knowledge regarding wastewater treatment using HRAPs and microalgal biomass production techniques using wastewater streams. The biomass harvesting methods and lipid extraction protocols are discussed in detail. Finally the paper discusses biodiesel production via transesterification of the lipids and other biofuels such as biomethane and bioethanol which are described using the biorefinery approach.,https://doi.org/10.1016/j.apenergy.2010.11.025,Microalgae;Phycoremediation;Biomass;Biorefinery;Biofuel
407036481,Effect of iron oxide nanoparticles on mixotrophic cultivation of Chlorella spp. for biofuel production,2024,Bioresource Technology,"Rana, Mohit Singh and Ariyadasa, Thilini U. and Prajapati, Sanjeev Kumar","The current study investigated the effect of iron oxide nanoparticles (IONPs) on mixotrophic microalgae cultivation in wastewater for biofuel production. Optimal IONPs doses of 10 and 20Â mg Lâˆ’1 increased Chlorella pyrenoidosa growth by 16% and lipid accumulation by 53Â %, respectively, compared with the control group. Conversely, the protein content declined drastically, while carbohydrates remained relatively unchanged. A maximum of 15% rise in biomass growth was observed for Chlorella sorokiniana IITRF at an IONPs dose of 20Â mg Lâˆ’1, with no significant variation in biochemical composition. Microalgae grown under mixotrophic conditions with IONPs in a biofilm reactor were more suitable for biogas production than biodiesel, increasing biogas and methane content by 38 and 48%, respectively. The findings suggest that low doses of IONPs can enhance microalgal biomass, biogas production and methane content. Further, metabolomics studies are warranted to investigate the interaction between microalgae and nanoparticles to achieve high-quality biodiesel.",https://doi.org/10.1016/j.biortech.2024.131241,Biodiesel;Biofilm reactor;Biogas;Microalgae;Reactive oxygen species
407036482,Ozonation as non-thermal option for bacterial load reduction of Chlorella biomass cultivated in airlift photobioreactor,2020,Journal of Cleaner Production,"Chegukrishnamurthi, Madhubalaji and Shahabazuddin, Mohammad and Sreevathsan, Sivakumar and Sarada, Ravi and Mudliar, Sandeep Narayan","The present study proposes the selective reduction of bacterial load in the microalgal cultures without affecting the microalgae. Bacteria was found to be symbiotically associated with microalgae and exponentially increased in the range of 103â€“1011Â CFU mL-1 during Chlorella cultivation in the airlift photobioreactor. The bacterial load needs to be reduced to meet USFDA standards (âˆ¼103Â CFU mL-1) for the use of microalgal biomass in food and feed applications. Ozone was evaluated as a non-thermal option for bacterial load reduction of Chlorella cultivated in the airlift photobioreactor. The results of ozonation w.r.t to time (5, 10, 15, 20, 25, and 30Â min) and dissolved ozone concentrations (0.25, 0.49, 0.75, 0.99, and 1.25Â mg of O3 L-1) showed a significant reduction of bacterial load in the range of 3 â€“ 6.5 log. The bacterial disinfection kinetics of ozonation showed an overall second-order reaction with a rate constant (K) of 0.93Â mgâˆ’1Â minâˆ’1 L. Further, confocal laser microscopy imaging of Chlorella and its associated bacterial cells confirmed the selective and significant reduction of associated bacteria. The viability of the Chlorella cells were confirmed with trypan blue viability assay (âˆ¼99%) under a fluorescent microscope. The biomass quality with respect to metabolite integrity was also validated. In conclusion, ozonation can be a potential solution for selective reduction of bacterial load associated with Chlorella without affecting Chlorella cells viability.",https://doi.org/10.1016/j.jclepro.2020.123029,Microalgae;Bacteria;;Ozone;Photobioreactor
407036483,Modeling of microalgal biodiesel production integrated to a sugarcane ethanol plant: Energy and exergy efficiencies and environmental impacts due to trade-offs in the usage of bagasse in the Brazilian context,2023,Journal of Cleaner Production,"CastiÃ±eiras-Filho, Sergio Luiz Pinto and Pradelle, Florian","The Brazilian sugarcane mills already provide significant amounts of renewable products (ethanol and bioelectricity) through self-sufficient bagasse cogeneration. Gaseous outputs of the sector can provide streams rich in biogenic carbon dioxide (CO2), suitable for the autotrophic cultivation of microalgae and aim, hereinafter, their conversion into biodiesel. This work modeled the integration of an ethanol plant with a cogeneration system, covering the enzymatic hydrolysis of bagasse and the production of microalgae biodiesel. A standard ethanol plant yielding 96Â L ethanol/t cane may produce an additional 7.5â€“30Â L microalgae biodiesel/t cane but at the expense of its energy self-sufficiency; the biorefinery must recur to fossil resources unless other biomass (besides bagasse) and coproducts by the plant's neighborhood can be exploited. The process simulation is conducted in nine cases derived from a central composite design with two factors â€“ the fraction of bagasse destined for the hydrolysis system (x1) and the fraction of ethanol sent to produce anhydrous ethanol (x2) â€“ and three levels for each factor (0, 50, 100%). Energy ratios between representative outputs and inputs â€“ Net energy ratio (NER) and Fossil energy ratio (FER) â€“, direct CO2 emission, and exergy efficiencies were calculated as representative responses to evaluate the plant's technical and environmental efficiencies. Statistical tools (t-Student test, ANOVA, and R2) showed that the constructed models were robust and that the responses varied significantly with x1, while x2 produced mild or negligible effects. The highest achievable NER and FER were 0.83 and 2.09, respectively. The whole system resulted in a FER equal to 1 when bagasse usage is split in half between the hydrolysis and cogeneration systems. This result guarantees that the energy related to the useful products is higher than the requirements of fossil energy inputs, within an acceptable range. The optimum CO2 emission and exergy efficiency were found when 6â€“8% of the bagasse is hydrolyzed, which is also a range covering attractive energy ratios. The proposed integration benefits the sector, but resorting to renewable sources to supply energy deficits, developing the technological exploitation over wasted coproducts, and studying heat and mass integration of processes are highly recommended to enhance the global-system performance.",https://doi.org/10.1016/j.jclepro.2023.136461,Fossil energy ratio;Net energy ratio;Equivalent CO emissions;Bagasse hydrolysis;Biofuels;Design of experiments
407036484,Anaerobic digestates grown oleaginous microalgae for pollutants removal and lipids production,2022,Chemosphere,"Tan, Xiao-Bo and Zhang, Ya-Lei and Zhao, Xian-Chao and Yang, Li-Bin and Yangwang, Shun-Cheng and Zou, Yue and Lu, Jue-Ming","Anaerobic digestates were potential mediums for cultivating oleaginous microalgae, but their various components brought uncertainties for aglal growth and lipids production. In this study, three microalgae strains were tested to grow on four typical anaerobic digestates. The results showed that anaerobic food wastewater was an optimal medium for C. pyrenoidosa and S. obliquus culture (N. oleoabundanst cannot survive), achieving the highest biomass (2.15â€“2.32Â gÂ Lâˆ’1) and lipids production (20.6â€“32.5Â mgÂ Lâˆ’1Â·dâˆ’1). In contrast, three microalgae strains could grow suboptimally in anaerobic municipal (0.79â€“0.95Â gÂ Lâˆ’1) and toilet (0.92â€“1.40Â gÂ Lâˆ’1) wastewater, but showed poor performances in anaerobic swine wastewater. The growth of microalgae removed 40.9â€“63.4% of TOC, 83.7â€“96.3% of NH4+-N and 70.3â€“89.4% of TP in the three ADs. In addition, it was unfortunately found that the lipids content and saturation degree in fatty acids significantly decreased in ADs with sufficient nutrients. It suggests that some measures should be taken to balance biomass, lipids production and quality for cultivating microalgae in anaerobic digestates.",https://doi.org/10.1016/j.chemosphere.2022.136177,Anaerobic digestates;Oleaginous microalgae;Biomass production;Pollutants removal;Lipids composition
407036485,Enhancement of the energy yield from microalgae via enzymatic pretreatment and anaerobic co-digestion,2018,Energy,"Zhang, Yi and Kang, Xihui and Wang, Zhongming and Kong, Xiaoying and Li, Lianhua and Sun, Yongming and Zhu, Shunni and Feng, Siran and Luo, Xinjian and Lv, Pengmei","Microalgae have been considered as one of the most promising biomass resources for the generation of biodiesel, whereas algal residues (AR) after lipid extraction need to be utilized to enhance its economy and sustainability. This study proposed an integrated biochemical method for microalgae Chlorella sp. processing to achieve a high energy yield (12.33 KJ gâˆ’1VS). The microalgae were first pretreated with mixed enzymes for lipid extraction. After that, the AR obtained from the lipid extraction of microalgae was co-digested with energy grass (GR) Pennisetum hybrid for methane production. Results indicated that the lipid yield from microalgae was enhanced by 54.45% with mixed enzymes pretreatment of cellulase, xynalase and pectinase compared to that without enzymatic pretreatment. The maximal methane yield (207.35â€¯Â±â€¯15.66 mLCH4 gâˆ’1VS) of AR and GR co-digestion was obtained with the AR and GR VS ratio at 1:3. Energy yields evaluation based on the biodiesel and methane yields indicated that the energy yield for this two-step combined method was 169% higher than that for biodiesel alone. Thus, the proposed integrated approach was verified to be applicable for microalgae processing for energy production.",https://doi.org/10.1016/j.energy.2018.08.124,Microalgae;Enzymatic pretreatment;Biodiesel;Lipid extraction residues;Anaerobic co-digestion
407036486,Methane production from thermally pretreated Scenedesmus obtusiusculus biomass in semi-batch reactors at low reaction times,2018,Biochemical Engineering Journal,"CortÃ©s-Carmona, Miguel and Tapia-RodrÃ­guez, AÃ­da and Morales, Marcia and Celis, Lourdes B. and Alatriste-MondragÃ³n, Felipe and Razo-Flores, ElÃ­as","In the pursuit of renewable sources for biogas generation, microalgae biomass constitutes a promising alternative. In this work, thermally pretreated Scenedesmus obtusiusculus was evaluated as source of biomass for methane production, in systems operated under batch and semi-batch regime. In batch experiments, methane production yields ranging from 109.3 to 192.7â€¯mL CH4/g VSadded were observed with thermally-pretreated (98â€¯Â°C, 6â€¯h) microalgae biomass at concentrations between 1 and 10â€¯g tCOD/L. On the other hand, the system operated under semi-batch mode for 50 days attained a volumetric methane production rate of 1.15â€¯L CH4/L-d with a methane yield of 177.9â€¯mL CH4/g VSadded at an organic loading rate of 10 g tCOD/L-d and a reaction time of 12â€¯h. These results demonstrate that methane production from microalgae biomass in a semi-batch reactor is possible at low reaction time (12â€¯h) and high organic loading rate using a moderate-temperature pretreatment for the microalgae biomass.",https://doi.org/10.1016/j.bej.2018.05.006,Methane;Microalgae;Biomass;Semi-Batch;Pretreatment;Thermal hydrolysis
407036487,Ammonium removal from anaerobically treated effluent by Chlamydomonas acidophila,2014,Bioresource Technology,"Escudero, Ania and Blanco, Fernando and Lacalle, Arrate and Pinto, Miriam","Several batch culture studies were carried out to evaluate an anaerobically treated effluent as a low-cost growth medium for the microalga Chlamydomonas acidophila and to study the effectiveness of the microalga in removing NH4â€“N from the effluent. An initial decrease in the effluent pH to 3 was required for adequate growth of C. acidophila and removal of NH4â€“N. Growth of the microalgae was inhibited at high light intensity (224Î¼molphotonsmâˆ’2sâˆ’1 at the surface of the vessels). However, the growth was not greatly affected by the high solid content and turbidity of the effluent. The microalga was able to grow in media containing NH4â€“N at concentrations of up to 1000mgLâˆ’1 (50% of effluent) and to remove 88mg of NH4â€“NLâˆ’1 in 10days. C. acidophila therefore appears a promising agent for the removal of NH4â€“N from anaerobically treated effluents.",https://doi.org/10.1016/j.biortech.2013.11.076,;Microalgae;Anaerobically treated effluent;Ammonium removal;Biological treatment
407036488,Biosynthesis of poly(3-hydroxybutyrate-co-3-hydroxyvalerate) (PHBHV) using microalgae-derived starch and levulinic acid,2025,Polymer Degradation and Stability,"Brouchon, Gabriel and Alvarez, Pablo and Six, Alexandre and Lemechko, Pierre and Dimitriades-Lemaire, Alexandra and Fleury, Gatien and Sassi, Jean-FranÃ§ois and Bruzaud, StÃ©phane","A microalgae cultivation process was developed in order to produce starch-rich biomass, which can be converted into glucose after starch extraction and hydrolysis. Associated to levulinic acid, biosynthesis processes were carried out with microalgae-derived starch glucose, resulting in the production of poly (3-hydroxybutyrate-co-3-hydroxyvalerate)s (PHBHV) with different contents in HB and HV units, with HV units reaching up to 32 %. The thermal and mechanical characteristics were measured as a function of HV proportion and are discussed in terms of chemical structure/morphology/properties relationships, showing that these properties can be modulated by adjusting the ratio between HB and HV units. The crystallinity of PHBHV copolymers gradually decreases as HV unit content increases and tends to drastically increase the ductility of materials with an elongation at break equal to about 800 % for PHBHV with 32 % in HV units. This work emphasizes the possibility to precisely design tailor-made PHBHV with tunable functional properties, by playing on the mixture of substrates initially introduced. Moreover, it addresses crucial societal considerations by using raw materials that do not compete with the food industry.",https://doi.org/10.1016/j.polymdegradstab.2025.111176,Biosynthesis;Microalgae;Starch;Polyhydroxyalkanoates
